encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
0,1,0,0,0,0,1,0,0,1,0,2.380952,1
0,1,0,0,1,0,0,1,1,0,1,1.714286,1
0,0,1,0,0,0,0,1,1,1,0,1.428571,1
1,0,0,0,1,0,0,0,1,0,0,2.081633,1
0,0,0,0,1,0,0,1,1,0,1,1.761905,1
1,1,0,0,0,0,1,0,0,0,0,2.428571,1
0,1,0,0,1,0,0,1,1,1,0,2.342857,1
0,1,0,0,1,0,0,0,0,0,0,1.742857,1
0,0,1,0,0,0,0,1,0,1,0,1.0,1
0,1,0,1,0,0,0,0,1,0,0,1.0,1
1,0,0,0,0,0,1,0,1,0,0,2.178571,1
1,0,0,0,0,0,1,0,0,1,0,1.952381,1
1,1,1,0,0,0,0,0,0,1,0,1.642857,1
0,0,0,0,1,0,0,0,1,0,0,1.952381,1
0,1,0,0,1,0,0,0,1,0,1,1.952381,1
1,0,0,0,1,0,0,0,1,0,1,1.642857,1
0,1,0,1,0,0,0,1,1,1,0,1.285714,1
