NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,weight,selected
1,0,1,0,1,1,0,0,0,0,0,1,1,8,8,0,2.666671,1
1,0,1,0,0,1,0,0,1,1,0,1,1,8,8,0,2.496283,1
1,0,0,1,0,1,1,0,0,1,0,1,0,8,160,0,1.755567,1
1,0,0,1,0,0,0,1,0,0,0,1,0,22,8,1,1.2667,0
1,0,1,1,1,0,0,0,0,0,0,1,0,22,8,1,1.2667,1
0,0,1,0,0,1,0,0,1,1,0,0,1,22,8,0,1.2667,1
1,1,1,0,0,0,0,0,0,1,1,1,0,48,8,0,1.2667,0
1,0,1,0,0,0,1,0,0,1,0,0,1,44,8,0,1.2667,1
1,0,1,1,1,0,0,0,0,0,0,1,0,48,8,0,1.2667,1
0,0,1,1,0,0,0,1,0,0,0,0,0,48,8,0,1.2667,1
0,0,0,0,0,0,1,0,0,0,0,0,1,8,320,0,1.6,1
0,1,0,0,0,0,0,0,1,0,0,0,0,8,8,1,2.288867,1
1,0,1,1,0,1,0,1,0,1,0,1,0,8,8,0,1.6,1
0,1,0,0,0,0,0,0,1,0,0,0,0,8,160,0,1.9111,1
0,1,0,0,0,0,0,0,1,0,0,0,0,8,8,2,2.4148,1
1,1,1,0,0,0,0,0,0,1,1,1,0,8,8,1,2.4148,1
1,1,1,0,0,1,0,0,0,0,1,1,0,8,8,0,2.4148,1
1,0,1,1,0,0,0,0,0,1,1,1,0,8,8,0,2.4148,1
1,0,1,1,0,0,0,0,0,1,1,1,0,8,8,1,2.4148,1
1,1,1,0,0,1,1,0,0,1,0,1,0,8,160,0,2.2111,1
1,0,1,1,0,1,0,0,0,1,1,1,0,8,8,0,2.2111,1
1,0,1,1,0,0,0,1,0,1,0,1,0,8,8,0,1.9778,1
