iosCreateImagesetFolders,bmp,gif,android,ios,androidMipmapInsteadOfDrawable,scaleIsHeightDp,web,jpeg,floor,win,antiAliasing,skipUpscaling,androidIncludeLdpiTvdpi,png,ceil,round,threads,weight,selected
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,10,0.8444,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,90,1.5222,1
0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,10,1.47775,0
0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,90,2.394438,1
0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,90,2.583693,1
0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,90,2.06888,1
0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,90,1.0444,0
0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,90,0.8444,0
0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,90,1.0444,0
0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,10,0.8444,0
0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,90,0.9444,0
0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,90,0.9444,0
0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,90,0.9444,0
0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,90,0.9444,0
0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,90,0.9444,0
0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,90,2.03776,1
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,90,1.9148,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,90,2.392583,1
0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,90,2.151833,1
0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,90,1.2444,0
0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,90,2.074067,1
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,90,1.959267,1
0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,90,2.09556,1
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,90,2.311117,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,90,2.29445,1
0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,90,2.2,1
0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,90,2.03335,1
0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,90,1.64445,1
0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,90,1.6778,1
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,10,1.8889,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,90,1.9222,1
0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,90,1.9222,1
