encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
1,0,0,0,0,0,1,0,0,1,0,2.422221,1
0,1,0,0,0,0,1,0,0,1,0,2.311104,1
1,1,0,0,1,0,0,0,0,0,0,1.955533,1
0,0,0,0,1,0,0,0,0,1,0,2.03332,1
0,1,0,0,1,0,0,1,1,1,1,0.911133,1
1,1,0,0,0,0,1,0,0,0,0,2.1,1
0,0,0,0,1,0,0,0,0,0,0,1.866667,1
0,0,0,0,0,1,0,0,0,1,0,2.15332,1
0,0,0,0,0,1,0,0,0,0,0,2.11332,1
0,0,0,0,1,0,0,0,0,0,1,1.877783,1
0,0,1,0,0,0,0,1,1,1,0,1.2111,1
0,1,0,0,1,0,0,0,0,0,0,1.477783,1
0,0,0,0,0,1,0,0,1,0,0,1.888867,1
1,1,1,0,0,0,0,0,0,1,0,1.774067,1
0,1,0,0,0,1,0,0,0,0,0,1.244467,1
0,0,0,1,0,0,0,1,1,1,0,1.244467,1
1,1,0,0,0,1,0,0,0,0,0,2.092567,1
