encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
1,1,0,0,0,1,0,1,0,0,0,1.5491,1
0,0,0,0,0,0,1,0,1,0,0,2.586109,1
0,0,0,0,1,0,0,0,0,1,0,2.715553,1
0,0,0,0,1,0,0,1,0,0,1,2.604282,1
0,0,0,0,0,1,0,1,0,0,0,2.181478,1
0,0,0,0,0,1,0,1,1,1,0,0.9389,1
1,1,0,1,0,0,0,0,0,0,0,2.34499,1
0,1,0,0,0,1,0,1,1,1,0,0.9389,1
0,1,0,0,0,1,0,1,0,1,0,1.4278,1
0,0,0,0,1,0,0,1,0,0,0,0.9389,1
0,0,0,0,1,0,0,0,1,0,1,1.797225,1
1,0,1,0,0,0,0,0,0,1,0,1.86945,1
1,1,0,0,1,0,0,0,0,0,0,1.97225,1
0,1,0,0,1,0,0,1,1,1,0,1.6083,1
0,0,0,0,1,0,0,0,0,0,1,2.00555,1
0,0,0,0,1,0,0,0,1,0,0,1.6083,1
1,0,1,0,0,0,0,0,1,0,0,1.8222,1
0,0,0,0,1,0,0,0,0,0,0,1.9028,1
0,0,0,0,1,0,0,1,1,0,1,1.9028,1
0,1,0,0,0,1,0,0,0,0,0,1.9028,1
