NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,weight,selected
0,0,0,1,0,0,1,0,0,1,0,0,0,8,160,0,2.114286,1
0,0,1,1,0,0,0,0,1,1,0,1,0,8,8,1,2.675,1
1,1,1,0,0,0,0,0,1,0,0,1,0,44,8,2,1.466667,1
1,0,0,0,0,0,1,0,0,1,0,0,1,22,8,0,1.4,1
0,0,0,1,0,0,1,0,0,1,0,1,0,44,160,0,0.8,1
0,0,0,1,0,0,1,0,0,0,0,0,0,48,8,1,0.8,1
0,0,0,0,0,0,1,0,0,1,0,0,1,22,8,0,0.8,0
1,0,0,0,0,0,0,1,0,1,0,0,1,44,8,1,0.8,0
0,0,0,0,0,0,0,0,0,0,1,0,1,22,160,0,0.8,1
0,0,0,1,0,0,1,0,0,0,0,0,0,48,160,0,0.8,1
1,0,1,1,0,0,0,0,0,1,1,1,0,8,8,1,2.45,1
0,0,1,1,0,0,0,0,1,1,0,1,0,8,8,0,1.933333,1
0,0,1,0,0,1,0,0,1,1,0,0,1,8,8,0,1.7,1
1,0,1,1,0,0,0,0,1,1,0,1,0,8,8,1,2.2,1
0,0,1,1,0,0,0,0,1,0,0,0,0,8,8,1,2.2,1
0,0,1,0,0,0,0,0,0,0,1,0,1,8,8,1,1.4,1
1,0,1,1,0,0,0,0,1,1,0,1,0,8,8,0,2.0,1
1,1,1,0,0,0,0,0,0,1,1,1,0,8,8,1,2.0,1
0,0,0,1,0,0,0,0,1,1,0,1,0,8,8,1,2.0,1
1,0,0,1,0,1,1,0,0,1,0,1,0,8,160,0,1.2,1
1,0,1,1,0,0,0,1,0,1,0,1,0,8,8,1,2.2,1
0,0,0,1,0,0,0,1,0,0,0,0,0,8,8,1,2.2,1
