NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,time
0,0,1,1,0,0,1,0,0,1,0,0,0,44,8,1,7.33
0,1,0,0,0,0,1,0,0,1,0,0,0,22,160,0,4.86
1,0,1,1,1,0,0,0,0,0,0,1,0,8,8,0,1.82
1,1,1,0,0,1,0,1,0,1,0,1,0,8,8,0,1.08
1,0,0,1,0,0,0,0,1,1,0,0,0,22,8,1,3.02
1,0,0,0,0,0,1,0,0,0,0,1,1,44,8,0,7.43
0,0,0,0,0,0,0,0,1,0,0,1,1,22,8,2,3.94
0,0,0,1,0,0,0,1,0,0,0,1,0,44,8,0,8.26
1,0,1,1,1,0,0,0,0,1,0,1,0,22,8,2,4.65
1,0,1,1,1,0,0,0,0,1,0,1,0,48,8,0,7.81
0,1,0,1,1,1,0,0,1,0,1,0,0,44,320,0,12.558883697161471
0,0,1,0,0,0,0,1,1,0,1,1,0,22,8,2,12.553196583075472
0,1,1,0,1,1,1,1,0,0,1,1,0,22,8,2,12.554219149021513
0,1,1,0,1,0,0,0,0,0,0,1,1,8,320,1,12.557696929102566
0,1,0,1,0,1,1,1,0,0,0,0,1,44,8,2,12.558444385391454
0,0,0,1,0,1,0,0,0,0,0,1,1,22,8,1,12.551486119733742
0,0,1,0,0,0,1,0,1,1,0,0,1,8,160,2,12.555791749218754
1,1,1,1,1,1,1,1,0,1,0,0,0,48,320,0,12.55122095718343
1,0,0,0,1,0,0,0,0,0,1,0,0,44,8,0,12.5542259934269
1,1,0,1,0,0,0,1,0,0,0,0,1,8,8,2,12.555287358077676
0,0,0,1,1,1,0,0,0,1,0,0,0,22,320,2,12.553109415057875
1,1,0,0,0,0,0,0,1,1,1,0,1,44,320,0,12.552011673458049
0,1,0,1,1,0,1,0,1,0,1,0,1,22,8,2,12.551134908277662
1,0,1,1,1,1,0,1,0,0,1,0,1,48,8,0,12.553847054686512
0,0,0,0,1,0,0,0,0,1,1,1,0,48,160,1,12.555131125674523
1,0,1,0,0,1,0,1,0,0,0,1,0,8,8,2,12.553433418495754
1,1,0,1,0,0,1,0,1,1,1,1,1,8,320,1,12.55667239891444
0,0,0,1,0,0,1,0,1,1,1,1,0,8,8,1,12.553948455552868
1,0,1,1,0,0,1,0,0,0,0,0,0,48,160,1,12.55243673139521
0,1,0,1,0,1,0,0,1,1,0,0,1,44,160,0,12.552481815521775
1,0,0,0,0,0,1,0,0,0,0,0,0,8,8,0,12.556583909587962
1,0,1,1,1,0,0,1,0,0,0,1,1,48,8,0,12.55257486137303
0,1,0,0,0,0,0,0,1,1,0,0,1,44,320,0,12.551509798094301
0,0,0,1,1,1,0,0,0,1,0,0,0,22,8,2,12.556943558922072
1,0,1,1,1,0,1,0,0,1,0,1,0,8,8,1,12.55645018260397
0,0,0,0,0,0,1,0,0,0,0,1,0,44,8,0,12.555325816974213
1,0,1,1,1,1,0,0,0,0,0,0,0,8,8,0,12.556493159435359
1,0,1,0,0,0,0,1,1,0,1,0,1,48,320,0,12.556504122790294
