OPTIMIZE_IN_SELECT,OPTIMIZE_INSERT_FROM_SELECT,OPTIMIZE_TWO_EQUALS,OPTIMIZE_IN_LIST,OPTIMIZE_EVALUATABLE_SUBQUERIES,PAGE_STORE_TRIM,RECOMPILE_ALWAYS,COMPRESS,IGNORE_CATALOGS,OPTIMIZE_OR,PAGE_STORE_INTERNAL_COUNT,REUSE_SPACE,DROP_RESTRICT,DEFRAG_ALWAYS,OPTIMIZE_DISTINCT,MVSTORE,weight,selected
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2.411117,1
1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1.555567,0
1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1.707367,1
0,1,0,1,0,0,0,1,1,1,0,1,0,1,1,0,1.266633,0
1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1.266633,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.266633,0
1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1.266633,0
1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1.266633,0
0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0,1.266633,0
1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1.266633,0
0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,2.726673,1
1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1.688883,1
1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1.688883,1
1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1.3667,0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1.3667,0
1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1.3667,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.566667,1
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2.566667,1
1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,2.374067,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.211083,1
0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,2.088917,1
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1.700033,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1.700033,1
0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2.088917,1
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2.418533,1
0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1.700033,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.9778,1
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2.277783,1
1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,2.077767,1
0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2.077767,1
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.077767,1
