OPTIMIZE_IN_SELECT,OPTIMIZE_INSERT_FROM_SELECT,OPTIMIZE_TWO_EQUALS,OPTIMIZE_IN_LIST,OPTIMIZE_EVALUATABLE_SUBQUERIES,PAGE_STORE_TRIM,RECOMPILE_ALWAYS,COMPRESS,IGNORE_CATALOGS,OPTIMIZE_OR,PAGE_STORE_INTERNAL_COUNT,REUSE_SPACE,DROP_RESTRICT,DEFRAG_ALWAYS,OPTIMIZE_DISTINCT,MVSTORE,weight,selected
0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1.0222,0
1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1.0222,0
1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1.0222,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.540733,1
1,0,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1.0222,0
0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1.540733,1
1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1.0222,0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.88444,1
1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1.0222,0
1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1.0222,0
1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1.4,0
0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1.7,1
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.7,1
1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1.4,0
0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2.2741,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2.2741,1
0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1.4,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1.4,0
0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1.9778,1
0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,2.2741,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.8667,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.8667,1
0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1.8667,1
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.11115,1
0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1.8667,1
0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2.11115,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1.8667,1
1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1.7556,1
1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1.7556,1
0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1.7556,1
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1.7556,1
