tiff,anyScriptOrigin,validate,jpg,png,onload,pdf,dpi,resolution,quality,indexed,weight,selected
0.0,1.0,0,0.0,1.0,0.0,0.0,50.0,307200.0,0.1,8.0,1.4889,1
0.0,0.0,0,1.0,0.0,0.0,0.0,400.0,307200.0,0.1,1.0,2.66668,1
0.0,1.0,0,1.0,0.0,0.0,0.0,100.0,307200.0,0.1,1.0,1.82225,1
0.0,0.0,0,1.0,0.0,0.0,0.0,50.0,307200.0,0.1,1.0,1.4889,1
0.0,1.0,0,1.0,0.0,0.0,0.0,50.0,307200.0,0.1,1.0,2.66668,1
0.0,1.0,0,1.0,0.0,0.0,0.0,100.0,307200.0,0.1,4.0,1.0889,0
0.0,0.0,0,1.0,0.0,0.0,0.0,200.0,307200.0,0.1,8.0,1.0889,0
1.0,0.0,0,0.0,0.0,0.0,0.0,100.0,307200.0,0.1,1.0,1.0889,0
0.0,1.0,0,1.0,0.0,0.0,0.0,100.0,307200.0,0.9,1.0,1.0889,1
1.0,1.0,0,0.0,0.0,1.0,0.0,200.0,307200.0,0.1,8.0,1.0889,1
0.0,0.0,0,1.0,0.0,0.0,0.0,400.0,307200.0,0.9,1.0,2.461125,1
0.0,1.0,0,1.0,0.0,0.0,0.0,50.0,307200.0,0.1,8.0,2.461125,1
0.0,1.0,0,0.0,1.0,0.0,0.0,100.0,307200.0,0.1,1.0,1.7111,1
0.0,0.0,0,1.0,0.0,0.0,0.0,200.0,307200.0,0.1,1.0,2.059267,1
0.0,1.0,0,1.0,0.0,0.0,0.0,400.0,307200.0,0.1,8.0,2.461125,1
0.0,0.0,0,1.0,0.0,0.0,0.0,400.0,307200.0,0.1,8.0,1.2889,1
0.0,1.0,0,1.0,0.0,0.0,0.0,200.0,307200.0,0.9,8.0,1.5333,1
0.0,1.0,0,1.0,0.0,0.0,0.0,100.0,307200.0,0.1,8.0,2.1,1
1.0,0.0,0,0.0,0.0,0.0,0.0,200.0,307200.0,0.1,4.0,2.1,1
0.0,1.0,0,1.0,0.0,0.0,0.0,400.0,307200.0,0.9,1.0,2.01115,1
0.0,0.0,0,1.0,0.0,0.0,0.0,50.0,307200.0,0.9,2.0,2.01115,1
0.0,0.0,0,1.0,0.0,0.0,0.0,50.0,307200.0,0.1,8.0,1.5556,1
0.0,0.0,0,1.0,0.0,0.0,0.0,200.0,307200.0,0.1,2.0,1.8667,1
