NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,weight,selected
0,0,0,1,0,0,0,1,0,0,0,0,0,8,8,2,2.06666,1
1,1,1,0,0,0,0,1,0,1,0,1,0,8,8,2,2.881478,1
0,1,1,0,0,0,0,1,0,1,0,0,0,8,160,0,2.4857,1
0,0,0,1,0,0,0,0,0,0,1,0,0,22,8,1,1.3111,1
0,0,0,0,1,1,0,0,0,0,0,0,1,8,8,0,1.3111,1
0,0,0,0,1,0,0,0,0,1,0,0,1,8,8,0,1.3111,1
0,0,0,1,0,0,0,0,0,0,1,0,0,22,8,0,1.3111,1
0,0,1,1,1,0,0,0,0,1,0,0,0,22,8,1,1.3111,1
0,0,0,1,0,0,0,0,0,0,1,0,0,44,8,2,1.3111,1
1,1,0,0,0,0,0,1,0,1,0,0,0,48,8,0,1.3111,1
1,0,0,1,0,0,0,0,1,0,0,1,0,8,8,0,2.677775,1
1,0,1,1,0,0,0,0,1,0,0,1,0,8,8,0,2.677775,1
0,0,0,1,0,0,0,1,0,0,0,0,0,8,8,0,2.1,1
1,1,1,0,0,0,0,0,0,0,1,1,0,22,8,1,1.85555,1
1,0,1,1,0,0,0,0,1,0,0,1,0,8,8,1,2.481467,1
0,1,0,0,0,0,0,1,0,0,0,0,0,8,8,0,2.3,1
0,1,0,0,0,0,0,1,0,0,0,0,0,8,8,2,2.3,1
1,1,1,0,0,0,0,1,0,1,0,1,0,8,8,1,2.0667,1
0,1,0,0,0,0,0,1,0,0,0,0,0,8,8,1,2.0667,1
1,1,1,0,0,0,0,1,0,1,0,1,0,8,8,0,2.0667,1
