encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
0,0,0,0,0,1,0,0,1,1,0,1.851867,1
0,0,0,0,0,1,0,0,0,0,0,2.636108,1
0,1,0,1,0,0,0,1,1,1,0,2.463892,1
1,1,0,0,0,1,0,0,0,0,0,2.658748,1
1,1,0,0,1,0,0,0,0,0,0,2.477779,1
0,1,0,1,0,0,0,0,1,0,0,1.111133,1
0,0,0,0,1,0,0,1,0,0,0,1.111133,1
0,1,0,0,1,0,0,0,1,0,0,1.111133,1
0,1,0,1,0,0,0,0,0,0,0,1.111133,1
1,0,0,0,1,0,0,1,1,0,0,1.111133,1
1,1,0,0,1,0,0,0,0,0,1,1.3444,1
0,1,0,0,1,0,0,0,1,0,1,2.499992,1
0,1,0,0,1,0,0,1,1,1,0,2.466667,1
0,0,0,0,0,1,0,0,0,1,0,2.322233,1
0,0,0,0,1,0,0,0,0,1,0,2.337067,1
0,1,0,0,0,0,1,0,0,1,0,2.133333,1
0,1,0,0,0,1,0,0,0,0,0,2.133333,1
1,0,0,0,0,0,1,0,0,1,0,1.7333,1
1,1,0,0,1,0,0,0,0,1,0,2.033367,1
