encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,time
0,0,0,0,1,0,0,0,1,0,0,9.33
0,0,0,0,0,1,0,0,1,0,0,9.94
1,1,0,1,0,0,0,0,0,0,0,10.03
0,0,0,0,0,0,1,0,1,0,0,10.16
0,0,0,0,1,0,0,1,0,0,1,10.36
0,0,0,0,0,1,0,0,1,1,0,10.68
0,0,0,0,1,0,0,0,0,0,0,10.74
1,1,0,1,0,0,0,0,1,1,0,13.74
0,0,0,0,1,0,0,1,0,1,1,14.65
1,0,0,0,0,1,0,0,1,0,0,14.69
0,1,0,0,1,0,0,1,0,1,0,14.7
1,1,0,0,0,1,0,0,1,1,0,14.71
0,0,0,0,1,0,0,1,0,1,0,14.91
0,0,0,1,0,0,0,0,1,1,0,14.93
0,0,0,0,1,0,0,0,1,1,1,14.97
0,1,0,1,0,0,0,1,0,1,0,15.16
0,0,1,0,0,0,0,0,1,0,0,15.21
1,1,0,1,0,0,0,0,1,0,0,18.5
1,1,0,1,0,0,0,1,0,1,0,19.0
0,1,0,1,0,0,0,0,1,1,0,24.52
