OPTIMIZE_IN_SELECT,OPTIMIZE_INSERT_FROM_SELECT,OPTIMIZE_TWO_EQUALS,OPTIMIZE_IN_LIST,OPTIMIZE_EVALUATABLE_SUBQUERIES,PAGE_STORE_TRIM,RECOMPILE_ALWAYS,COMPRESS,IGNORE_CATALOGS,OPTIMIZE_OR,PAGE_STORE_INTERNAL_COUNT,REUSE_SPACE,DROP_RESTRICT,DEFRAG_ALWAYS,OPTIMIZE_DISTINCT,MVSTORE,weight,selected
0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2.604616,1
0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1.312162,0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.880617,1
0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1.338079,0
0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1.130114,0
1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1.130114,0
0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1.130114,0
1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1.130114,0
1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1.312162,0
0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1.130114,0
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1.634943,1
0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1.414286,0
0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1.117471,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.282529,0
1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1.282529,0
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2.456506,1
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1.646043,1
1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1.282529,0
0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1.282529,0
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1.887307,1
0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2.041264,1
0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,2.041264,1
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2.169305,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2.041264,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1.7889,1
1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1.568243,0
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1.887307,1
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1.568243,0
0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1.7778,1
1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1.7778,1
1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1.7778,1
1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1.7778,1
1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1.7778,1
1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1.787257,1
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1.787257,1
0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1.787257,1
