encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,time
1,1,0,0,1,0,0,1,1,1,0,9.88
1,0,0,0,0,1,0,1,1,0,0,9.37
1,1,0,0,1,0,0,0,0,0,0,6.25
0,1,1,0,0,0,0,1,0,0,0,5.36
0,0,0,0,1,0,0,0,0,1,0,6.08
1,0,0,0,0,0,1,1,0,0,0,6.29
0,0,0,0,1,0,0,0,1,0,1,6.32
0,1,0,0,1,0,0,0,0,0,1,6.31
0,0,0,0,1,0,0,0,0,0,1,6.49
1,0,0,0,1,0,0,0,1,0,1,6.29
0,1,0,0,1,0,0,1,1,0,1,6.14
1,1,0,0,1,0,0,0,0,0,1,6.33
0,1,0,0,1,0,0,1,1,1,0,6.21
0,0,0,0,1,0,0,1,0,0,1,6.11
0,1,0,0,0,0,1,0,0,1,0,5.3
0,0,0,0,1,0,0,1,1,0,1,6.5
1,0,0,0,0,0,1,0,0,1,0,6.29
1,1,0,0,1,0,0,0,1,0,1,6.48
0,1,0,0,1,0,0,0,0,0,0,6.47
1,1,0,1,0,0,0,0,0,0,0,6.08
0,1,1,0,0,0,0,1,0,0,0,5.36
0,0,1,1,1,0,0,0,0,0,0,163.82727862896425
0,0,1,1,1,0,1,1,1,1,1,163.82627273892274
0,0,0,1,0,1,1,0,0,0,1,163.82303601221415
0,1,1,1,1,1,0,1,0,0,1,163.8279306796228
1,1,0,0,0,1,0,0,0,1,1,163.82130815960488
1,0,0,1,1,0,1,1,0,0,1,163.82684781010724
0,1,0,0,0,1,1,0,1,1,0,163.827434609643
0,1,1,0,0,0,1,1,0,1,0,163.82223661769294
0,1,0,1,1,1,0,1,0,0,1,163.82535173029808
0,1,1,0,0,0,0,1,0,1,0,8.46
0,1,0,0,1,0,0,0,1,0,1,6.21
1,0,0,0,1,0,0,1,0,0,1,9.35
1,0,0,0,0,0,0,0,0,0,1,163.82804100266796
1,1,0,0,1,0,1,1,0,0,0,163.82155652666862
0,1,0,0,1,1,0,1,0,0,1,163.82726697618426
0,0,0,0,0,0,1,0,0,1,0,81.53
1,1,1,0,0,0,0,1,0,0,1,163.82145708992863
1,1,0,1,0,0,0,1,1,1,0,9.45
0,0,0,1,1,0,0,0,1,0,1,163.82843648973162
0,1,1,1,0,0,0,1,0,0,0,163.8274827108753
0,0,0,0,1,0,0,1,1,1,0,10.03
0,1,0,0,1,1,0,0,0,1,0,163.8256581574355
0,1,1,0,0,1,0,1,0,1,1,163.82197235087816
0,1,0,0,1,0,0,0,1,0,0,13.11
0,1,0,0,0,0,0,0,0,1,0,163.82270026917013
0,1,0,0,0,0,1,0,0,0,0,139.2
1,1,0,1,1,0,0,1,0,0,1,163.82417521076346
0,0,0,0,0,0,0,0,0,0,0,163.82868211781093
0,0,0,0,1,0,0,1,0,0,0,13.48
1,0,0,0,0,1,0,1,0,0,0,9.42
1,1,0,1,0,0,0,1,0,0,0,16.97
1,0,0,0,0,0,0,0,0,0,0,163.82416450123014
1,1,0,0,1,0,0,1,0,0,0,9.88
1,1,0,1,0,1,0,0,0,0,0,163.825094610005
0,1,1,1,0,0,0,1,0,0,1,163.82371952964846
0,1,0,0,1,0,1,1,1,0,0,163.8212636835919
0,0,0,0,0,0,0,1,0,0,1,163.8277522882667
0,1,1,0,0,0,1,1,1,1,0,163.82490892192612
0,1,0,0,0,0,0,1,0,0,1,163.82594106119453
0,1,0,0,0,0,0,0,1,1,1,163.8236651888175
0,1,0,0,1,0,1,1,0,1,0,163.82831661082074
1,1,0,0,1,1,0,0,0,0,1,163.82748458995474
1,0,0,0,1,0,1,1,1,1,1,163.82680947681635
1,1,0,0,1,0,0,1,0,0,1,163.82406931095778
0,1,0,1,0,0,1,0,0,0,0,163.82521617473807
1,0,0,0,0,0,1,1,0,0,1,163.82348194767295
0,0,0,0,1,1,0,1,1,0,0,163.82457752084932
1,1,0,0,1,0,0,0,0,1,0,6.2
0,0,1,0,0,0,0,1,0,0,0,13.71
1,0,1,0,1,0,0,0,0,0,0,163.8253044671321
0,1,1,0,1,0,0,0,1,0,1,163.82842485944425
0,1,0,0,0,0,0,0,0,0,0,163.82490673013496
1,1,0,1,0,0,0,0,1,0,0,11.71
1,1,1,0,0,1,0,1,0,0,0,163.82543897435917
1,1,0,0,0,0,1,0,0,1,0,16.54
0,1,1,0,0,0,0,1,0,0,1,163.82595341544553
0,0,0,0,1,1,0,0,0,0,0,163.82679145421253
0,1,1,0,0,0,0,0,0,0,0,13.28
0,1,0,1,1,0,0,1,1,1,0,163.8288893193727
0,1,1,0,1,0,0,1,1,0,1,163.82391998080604
0,1,0,0,0,0,0,1,0,0,0,163.8265852984304
0,1,0,0,1,0,0,1,0,0,1,16.87
1,0,0,0,1,0,0,0,0,0,0,8.99
1,1,0,0,0,0,0,1,0,0,0,163.8259460576732
0,1,1,0,0,0,1,1,1,0,0,163.82458767372827
1,1,0,0,0,0,1,1,0,1,0,8.42
1,1,0,1,0,0,1,0,0,1,0,163.8212058294284
0,1,0,0,1,0,1,0,1,0,0,163.82526308080088
1,1,0,1,0,1,0,0,0,0,1,163.82793066788017
