encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
1,0,0,0,0,0,1,0,1,0,0,1.6444,1
0,0,0,0,1,0,0,0,0,1,0,2.66295,1
0,0,1,0,0,0,0,1,1,1,0,1.8333,1
0,0,0,0,1,0,0,1,0,0,1,2.450771,1
1,0,0,0,0,0,1,0,0,1,0,2.074067,1
0,1,0,0,0,1,0,0,0,0,0,2.644429,1
0,1,0,0,0,1,0,1,0,1,0,1.2444,1
0,0,0,0,1,0,0,0,1,1,1,1.2444,1
0,1,1,0,0,0,0,1,1,1,0,1.2444,1
0,0,0,0,1,0,0,1,0,0,0,1.2444,1
0,1,0,0,1,0,0,1,1,1,0,2.444433,1
0,0,0,0,1,0,0,0,0,0,1,2.06665,1
1,1,0,0,1,0,0,0,0,0,0,2.24445,1
0,1,0,0,1,0,0,0,1,0,1,2.459267,1
1,0,1,0,0,0,0,0,0,1,0,1.6222,1
0,1,0,1,0,0,0,1,0,0,0,2.459267,1
0,0,0,0,0,1,0,0,0,0,0,2.2778,1
1,0,0,0,1,0,0,0,1,0,0,2.0667,1
1,0,0,0,1,0,0,0,1,0,1,2.0667,1
