iosCreateImagesetFolders,bmp,gif,android,ios,androidMipmapInsteadOfDrawable,scaleIsHeightDp,web,jpeg,floor,win,antiAliasing,skipUpscaling,androidIncludeLdpiTvdpi,png,ceil,round,threads,time
0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,10,0.62
1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,90,0.5
0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,90,0.52
0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,10,0.63
0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,10,0.61
0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,90,0.53
0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,10,0.64
0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,90,0.56
0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,90,0.55
0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,90,0.51
1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,10,0.59
0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,90,0.58
0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,90,0.56
0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,10,0.61
0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,90,0.5
0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,90,0.49
0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,10,0.64
0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,10,0.62
1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,10,0.6743961451641836
1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,10,0.6764376970169034
0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,90,0.6745985683073663
1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,10,0.6769161703863507
1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0,1,10,0.6758916084674551
0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,90,0.67436409614894
1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,90,0.677835735002249
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,90,0.6757802822294984
1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,90,0.6744080367151791
0,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,90,0.6745502798815092
0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,90,0.6766024377999332
0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,90,0.6725939886154892
0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,90,0.55
0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,90,0.6735920326371552
0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,10,0.61
0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,90,0.672840337873293
1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,10,0.6723828174779252
0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,90,0.6728967554506101
