encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
0,0,0,0,1,0,0,0,0,1,0,2.329545,1
1,1,1,0,0,0,0,0,0,1,0,2.511364,1
0,1,0,0,0,1,0,0,1,0,0,0.375,0
1,0,0,0,1,0,0,0,1,0,0,2.545455,1
0,0,0,0,1,0,0,0,0,0,0,1.333333,1
0,0,0,0,1,0,0,0,0,1,1,0.375,1
0,0,0,0,1,0,0,0,1,0,0,0.875,1
0,0,1,0,0,0,0,0,1,0,0,0.375,1
0,0,1,0,0,0,0,1,0,1,0,0.375,1
1,1,0,0,0,1,0,0,1,0,0,0.375,1
0,1,0,0,1,0,0,0,1,0,1,2.333333,1
0,0,0,0,1,0,0,0,1,0,1,2.0625,1
1,0,0,0,1,0,0,0,1,0,1,2.25,1
1,1,0,0,1,0,0,0,0,0,0,2.225,1
0,1,0,0,1,0,0,1,1,1,0,2.225,1
1,0,0,0,0,0,1,0,1,0,0,1.6875,1
0,0,0,0,0,0,1,0,1,0,0,1.75,1
1,0,0,1,0,0,0,0,1,1,0,2.0,1
1,0,1,0,0,0,0,0,0,1,0,1.625,1
0,1,0,0,1,0,0,0,0,0,0,1.625,1
0,0,0,0,0,1,0,0,1,0,0,1.25,1
