NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,time
0,1,0,0,0,0,1,0,0,0,0,0,0,8,8,1,0.6
0,1,0,0,0,0,0,0,1,0,0,0,0,8,320,0,1.46
0,1,1,0,0,0,1,0,0,1,0,0,0,44,8,1,2.09
0,0,0,1,0,0,0,0,0,0,1,0,0,44,8,2,2.39
1,0,0,1,0,0,1,0,0,1,0,0,0,48,8,0,2.79
0,1,0,0,1,0,0,0,0,0,0,0,0,22,8,2,2.98
0,0,1,0,0,0,0,1,0,1,0,1,1,48,8,1,3.61
1,0,0,1,0,0,0,1,0,0,0,0,0,44,8,0,4.02
1,0,0,0,1,1,0,0,0,1,0,1,1,22,160,0,4.17
0,0,1,0,1,0,0,0,0,1,0,1,1,44,8,1,5.27
0,0,0,0,1,0,0,0,0,0,0,0,1,48,8,1,5.58
1,0,1,0,1,1,1,1,1,1,0,1,1,8,320,2,9.622940942881003
0,0,1,1,0,1,1,0,0,1,1,0,0,8,320,0,9.62339423355001
0,1,0,1,0,1,0,0,0,0,1,1,1,22,8,0,9.62390884182613
0,1,0,0,1,0,1,1,1,1,0,0,1,8,8,2,9.62442968097403
1,0,1,1,0,0,1,0,1,1,1,0,0,22,320,1,9.624543864349567
1,1,1,1,1,0,0,1,1,1,1,1,1,48,8,2,9.624905027576167
0,1,1,0,1,1,1,1,0,0,1,1,1,22,160,2,9.625236038053783
0,0,0,1,0,0,0,0,0,0,0,1,1,44,8,2,9.62525435943574
1,1,1,1,1,1,1,0,0,1,1,0,0,48,320,1,9.625601893688371
