encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
0,1,1,0,0,0,0,1,0,0,0,2.166667,1
0,0,0,0,1,0,0,0,0,1,0,1.875,1
1,1,0,0,1,0,0,0,0,0,0,1.946429,1
0,0,0,0,0,1,0,1,0,0,0,1.21875,1
1,1,0,0,1,0,0,0,0,1,0,1.5625,1
0,0,0,1,0,0,0,1,1,0,0,1.8,1
0,0,0,0,1,0,0,0,1,0,0,1.888889,1
0,0,0,0,0,1,0,0,0,0,0,1.75,1
1,0,0,0,1,0,0,0,1,0,0,2.333333,1
0,0,0,0,0,1,0,0,1,0,0,2.142857,1
0,0,0,0,1,0,0,0,0,1,1,0.875,1
0,0,0,0,0,1,0,1,0,1,0,1.125,1
0,0,0,0,0,1,0,1,1,1,0,1.375,1
1,0,0,0,1,0,0,0,1,0,1,2.25,1
0,1,0,0,1,0,0,0,1,0,1,2.25,1
0,1,0,0,1,0,0,0,0,0,0,1.8125,1
0,1,0,0,0,1,0,0,0,0,0,1.5,1
0,1,0,0,1,0,0,1,1,1,0,1.875,1
