iosCreateImagesetFolders,bmp,gif,android,ios,androidMipmapInsteadOfDrawable,scaleIsHeightDp,web,jpeg,floor,win,antiAliasing,skipUpscaling,androidIncludeLdpiTvdpi,png,ceil,round,threads,weight,selected
1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,90,2.75,1
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,10,2.25,1
1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,90,3.0,1
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,90,1.5,0
0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,90,1.5,0
0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,90,1.5,0
0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,90,1.5,0
0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,10,2.25,1
0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,90,2.25,1
0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,10,1.5,0
1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,90,1.75,1
1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,90,1.75,1
1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,90,2.25,1
1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,90,1.75,1
1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,90,1.75,1
0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,90,2.25,1
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,10,2.0,1
0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,90,2.25,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,90,2.25,1
1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,90,2.25,1
1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,90,2.25,1
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,90,2.25,1
0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,90,2.25,1
1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,90,2.25,1
0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,90,2.25,1
