NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,weight,selected
1,0,0,1,0,1,0,1,0,1,0,1,0,8,8,0,2.88444,1
1,0,1,1,0,1,1,0,0,1,0,0,0,8,8,0,2.88444,1
0,0,0,1,0,0,0,0,1,0,0,0,0,8,8,0,2.244467,1
1,0,0,1,0,0,0,0,1,0,0,0,0,44,8,0,1.622267,1
1,0,0,1,0,0,0,0,1,1,0,0,0,22,8,0,1.622267,1
1,0,1,1,0,1,1,0,0,1,0,1,0,44,8,0,1.622267,1
0,0,0,0,0,0,1,0,0,1,0,0,1,44,8,0,1.622267,1
0,1,0,0,0,0,0,1,0,0,0,1,0,44,8,0,1.622267,1
0,1,0,0,0,0,0,1,0,0,0,0,0,44,8,2,1.622267,1
1,0,1,1,0,0,0,0,1,0,0,0,0,44,8,0,1.622267,1
1,1,1,0,0,0,1,0,0,1,0,1,0,8,8,1,2.533317,1
0,0,0,0,0,0,0,0,0,0,1,0,1,8,160,0,1.8889,1
0,0,0,1,0,0,0,1,0,0,0,0,0,8,8,1,2.533317,1
0,1,0,0,0,0,1,0,0,1,0,0,0,8,160,0,2.533317,1
0,1,0,0,0,0,1,0,0,0,0,1,0,8,8,0,2.177733,1
0,0,1,1,0,0,0,1,0,0,0,0,0,8,8,0,2.177733,1
0,0,0,1,0,0,0,1,0,0,0,0,0,8,8,0,2.177733,1
