encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
0,1,0,0,1,0,0,0,1,0,1,2.557809,1
0,0,0,0,1,0,0,0,1,0,1,2.332383,1
0,0,0,0,0,0,1,0,1,0,0,2.563873,1
1,0,0,0,1,0,0,0,1,0,1,2.40331,1
1,0,0,0,0,0,1,0,0,1,0,1.72498,1
0,0,0,0,1,0,0,0,1,0,0,2.008313,1
0,0,0,0,1,0,0,0,0,0,0,0.9833,1
1,1,0,0,1,0,0,0,1,0,1,0.9833,1
0,0,0,0,1,0,0,1,1,0,1,0.9833,1
1,1,0,0,0,0,1,1,0,1,0,0.9833,1
1,0,0,0,0,0,1,0,1,0,0,2.273133,1
0,0,0,0,0,1,0,0,1,0,0,2.15332,1
0,0,0,0,1,0,0,0,0,1,0,2.013875,1
0,0,0,0,1,0,0,1,0,0,1,2.0935,1
0,0,0,0,1,0,0,0,0,0,1,1.1222,1
1,0,0,0,1,0,0,0,1,0,0,1.88055,1
1,1,0,0,1,0,0,0,0,0,0,1.82775,1
0,1,0,0,1,0,0,1,1,1,1,1.8,1
0,1,0,0,1,0,0,0,0,0,1,1.8583,1
