NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,weight,selected
1,1,1,0,0,1,0,0,0,1,1,1,0,8,8,0,2.876186,1
0,0,1,0,0,1,0,0,0,1,1,1,1,8,8,0,2.37998,1
1,1,1,0,0,1,0,0,1,1,0,1,0,8,8,0,2.877767,1
1,1,0,0,0,0,0,0,0,0,1,0,0,22,8,0,1.4333,1
0,0,0,0,0,0,0,0,0,0,1,0,1,44,8,2,1.4333,1
1,1,1,0,0,0,0,1,0,1,0,1,0,44,8,0,1.4333,1
0,1,1,0,0,0,0,1,0,1,0,1,0,44,8,0,1.4333,1
1,0,1,0,0,1,0,0,0,1,1,0,1,44,320,0,1.4333,1
0,0,1,1,0,0,1,0,0,0,0,1,0,44,8,0,1.4333,1
1,1,1,0,1,0,0,0,0,0,0,1,0,48,8,0,1.4333,1
0,1,0,0,0,1,0,0,0,0,1,0,0,8,8,0,2.616667,1
0,1,0,0,1,0,0,0,0,0,0,0,0,8,320,0,2.11665,1
0,1,0,0,1,0,0,0,0,0,0,1,0,8,8,0,2.11665,1
1,1,1,0,0,1,0,1,0,1,0,1,0,22,8,0,1.6389,1
1,1,1,0,0,1,0,1,0,1,0,1,0,8,8,0,2.35555,1
1,0,1,1,0,0,0,0,1,1,0,1,0,8,8,1,2.1167,1
1,0,1,1,0,1,0,1,0,1,0,0,0,8,8,0,2.1167,1
1,1,1,0,1,1,0,0,0,1,0,1,0,8,8,0,2.1167,1
1,1,1,0,1,1,0,0,0,1,0,0,0,8,8,0,2.1167,1
1,1,1,0,0,1,0,0,0,1,1,1,0,8,320,0,2.1167,1
