NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,time
1,0,1,0,0,0,0,1,0,1,0,1,1,8,8,0,1.24
0,1,0,0,0,0,0,1,0,0,0,0,0,8,320,0,1.27
1,0,1,1,0,0,1,0,0,0,0,0,0,22,160,0,1.44
1,0,1,0,0,0,0,0,1,1,0,1,1,8,8,1,1.65
0,0,0,0,1,0,0,0,0,1,0,1,1,8,8,1,1.81
0,0,0,1,0,1,1,0,0,1,0,0,0,44,160,0,1.86
0,0,0,1,1,0,0,0,0,0,0,0,0,8,320,0,1.93
1,0,1,1,0,0,1,0,0,1,0,1,0,44,8,2,2.2
1,0,0,1,0,0,0,1,0,0,0,0,0,22,8,0,2.38
0,0,0,1,1,0,0,0,0,1,0,0,0,22,8,0,3.74
0,0,0,0,0,0,0,0,0,0,1,0,1,44,320,0,4.24
0,0,1,0,1,0,1,1,1,0,0,0,0,8,320,0,9.621029389770916
0,0,0,1,1,0,0,1,0,0,0,0,0,22,8,0,9.62118891543956
1,0,1,0,0,0,0,1,1,1,1,0,0,48,160,0,9.62136508023141
1,1,1,1,0,0,0,0,0,0,1,1,0,44,8,1,9.621382232787777
1,0,1,0,1,1,1,1,0,1,1,0,1,8,8,2,9.621526788143182
1,0,1,1,0,1,1,1,0,1,0,0,0,44,160,0,9.62155702517042
0,1,1,1,0,0,0,1,0,1,0,1,1,8,8,2,9.621909772696675
0,0,1,0,1,1,1,1,1,0,0,0,1,22,320,2,9.622023247717328
1,1,0,1,0,1,0,0,0,1,1,1,0,44,160,1,9.6220880961834
