iosCreateImagesetFolders,bmp,gif,android,ios,androidMipmapInsteadOfDrawable,scaleIsHeightDp,web,jpeg,floor,win,antiAliasing,skipUpscaling,androidIncludeLdpiTvdpi,png,ceil,round,threads,time
0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,90,1.42
0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,10,2.05
0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,90,1.32
0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,90,1.3
0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,10,1.61
0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,10,2.04
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,90,1.17
0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,10,1.82
0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,90,1.32
0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,10,1.67
1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,90,2.1525549835762754
1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,90,2.1572188085506947
1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,90,2.1559938670618046
1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,90,2.1536820145588607
1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,10,2.153182309870757
1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,90,2.158867187482833
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,90,2.152572990329987
1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,90,2.156128611026122
1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,10,2.153399045743194
0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,90,2.1556240257438284
0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,10,2.1533761008906644
1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1,10,2.1589575740467413
0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,1,0,10,2.152893135615504
0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,90,2.1546645449718187
0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,10,2.154690940136085
0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,10,2.1531245772628753
1,0,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,90,2.1545587150089296
0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,10,2.158149098671879
1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,90,2.1514421986760484
1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,10,2.156977898843986
0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,10,2.1526240139145494
0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,10,2.158615596907526
0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,90,2.1572180913391037
0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,90,1.25
1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,10,2.155902485970936
0,0,1,1,0,1,0,0,1,0,1,1,0,1,1,1,1,10,2.155290195622307
0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,10,2.1580241369871698
0,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,10,2.1558999184699545
0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,90,2.152010916497325
0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,10,2.154529031001658
0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,90,2.157830236773275
0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,10,1.66
0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,10,2.154026266551395
0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,10,1.77
0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,90,2.153833605700772
0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,90,2.153936793801195
0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,10,2.151896879180342
0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,90,2.157383594689792
0,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,90,2.157900601413576
0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,10,2.158968275508168
0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,10,1.34
0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,10,1.64
0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,1,90,2.1543619481154224
0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,90,2.157052504873115
1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,90,2.1548274218324095
1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,90,2.158233468181073
0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,10,2.1583968245221103
0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,90,2.1553401774773264
0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,90,2.158861400615565
1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,90,2.156700560167581
